question_id,r@1,r@3,r@5,r@10,r@15,contexts,ground_truth
95,1,1,1,1,1,9-50-359-1|9-50-1492-1|9-50-3-1|9-50-581-6|9-50-581-1|9-50-1604-1|9-50-579-4|9-50-359-2|9-50-581-4|9-50-2-1|9-50-581-2|9-50-579-3|9-50-4-1|9-50-579-1|9-50-581-3,9-50-359-1
96,0,1,1,1,1,9-50-581-5|9-50-581-3|9-50-581-4|9-50-581-2|9-50-581-1|4-27-1766-1|9-50-580-2|9-50-579-1|9-50-581-9|6-38-846-2|3-24-800-3|3-24-801-3|10-65-587-1|9-51-582-6|9-50-581-6,9-50-581-3
97,0,1,1,1,1,9-51-582-6|9-51-353-3|9-50-581-3|9-50-1604-1|9-51-352-1|9-50-581-5|2-21-556-6|9-51-1621-1|9-51-582-1|9-51-353-1|9-50-581-1|9-50-581-9|9-51-353-2|7-41-575-4|9-51-352-2,9-51-353-3
98,1,1,1,1,1,9-49-396-1|6-37-375-4|6-38-849-2|9-50-1615-1|7-41-488-3|9-54-485-10|6-38-847-2|5-29-487-5|6-38-850-2|6-38-846-2|5-29-486-6|3-25-806-2|6-37-387-3|8-47-1284-2|4-27-407-3,9-49-396-1
99,0,1,1,1,1,9-52-585-2|9-52-585-3|9-52-584-3|9-52-585-5|9-52-585-1|9-51-582-3|9-52-10-1|9-52-11-1|9-50-581-7|9-50-579-3|3-25-567-1|9-52-584-1|9-51-582-2|7-41-569-3|9-50-580-1,9-52-584-3
100,1,1,1,1,1,9-50-581-9|9-52-585-5|9-50-580-3|9-50-579-4|10-65-408-8|10-65-408-7|9-50-581-4|9-50-581-1|4-27-1766-2|10-65-413-4|9-51-582-6|10-57-566-2|9-50-581-8|9-50-581-6|10-57-412-4,9-50-581-9
101,1,1,1,1,1,9-50-581-1|9-50-581-4|9-50-580-3|9-50-581-2|9-50-581-9|9-50-579-4|9-50-581-6|9-50-581-7|9-50-580-1|10-65-587-3|9-50-580-2|9-50-579-1|9-50-581-8|9-50-581-3|10-65-587-1,9-50-581-1
102,1,1,1,1,1,9-50-1604-1|7-41-575-4|7-40-991-4|7-39-1793-1|7-40-1793-1|7-40-1806-1|9-50-581-3|7-40-1854-1|7-41-575-1|9-50-581-5|7-39-1854-1|7-39-1899-1|7-41-575-2|7-40-1801-1|7-40-1811-1,9-50-1604-1
103,1,1,1,1,1,9-49-391-1|3-24-1836-1|1-16-1105-1|9-50-581-1|3-24-799-1|3-24-1858-2|5-29-486-2|9-50-581-5|3-24-802-3|9-50-581-3|10-57-565-6|10-65-425-1|3-24-802-2|3-25-809-3|3-24-1858-1,9-49-391-1
104,1,1,1,1,1,9-50-3-1|9-50-1492-1|9-50-4-1|9-52-11-1|9-50-2-1|9-52-10-1|9-50-359-1|9-50-1492-2|9-50-359-2|9-52-12-1|7-40-991-5|9-50-1561-2|9-50-579-3|9-50-579-4|9-50-579-1,9-50-3-1
105,0,1,1,1,1,9-51-582-3|9-51-582-2|9-51-582-4|9-51-583-3|9-51-582-1|9-51-582-6|3-25-567-1|9-51-583-2|9-50-579-2|9-50-579-3|9-50-580-1|9-52-585-3|9-50-581-6|9-50-581-7|9-51-582-5,9-51-582-2
106,1,1,1,1,1,9-54-485-4|9-54-485-1|9-54-485-11|9-54-485-7|9-54-485-5|9-54-485-8|9-54-485-9|5-29-486-4|3-25-567-4|5-29-486-5|9-54-485-6|9-54-485-3|5-29-486-1|5-29-486-6|5-29-487-1,9-54-485-4
107,0,1,1,1,1,9-54-485-2|5-29-486-2|9-54-485-5|3-24-799-1|9-54-485-8|6-36-1273-1|3-24-1858-2|3-24-800-1|3-24-800-3|5-29-486-4|3-24-802-1|3-24-1848-1|5-29-486-3|9-50-581-3|2-21-556-6,9-54-485-5
108,1,1,1,1,1,9-51-352-3|9-51-352-2|9-51-367-1|9-50-581-9|9-51-583-6|9-51-582-6|10-55-818-3|9-51-583-5|10-65-408-7|10-65-413-4|10-55-818-2|9-52-585-5|9-51-353-3|2-21-1622-1|8-44-1270-2,9-51-352-3
109,0,0,0,0,1,9-54-485-2|9-54-485-5|9-54-485-8|5-29-486-4|5-29-486-2|9-54-485-7|5-29-487-3|5-29-486-3|3-24-726-1|3-24-723-1|5-29-486-1|9-54-485-1|5-29-487-4|9-50-581-3|3-24-800-3,9-54-485-1
110,1,1,1,1,1,9-52-366-2|9-52-585-5|9-50-581-9|9-52-7-1|9-50-365-1|9-52-585-1|9-51-364-1|9-52-1603-1|9-52-584-5|10-62-743-1|10-65-413-4|9-52-366-1|10-65-408-7|4-27-1766-2|9-52-585-2,9-52-366-2
111,0,1,1,1,1,5-29-486-5|5-29-487-4|9-54-485-9|9-54-485-6|5-29-486-3|5-29-486-1|5-29-487-1|5-29-487-5|5-29-486-6|5-29-487-2|5-29-486-2|9-54-485-3|9-54-485-11|9-54-485-8|5-29-486-4,9-54-485-9
112,1,1,1,1,1,9-50-1492-2|9-50-4-1|9-50-3-1|9-50-359-1|9-50-579-4|9-52-12-2|9-50-2-1|8-47-1782-3|9-50-579-3|9-50-355-1|9-50-581-6|9-50-579-2|9-50-579-1|2-21-557-1|9-50-580-3,9-50-1492-2
113,0,1,1,1,1,9-50-581-9|9-50-579-4|9-50-580-3|9-52-585-5|9-50-580-1|10-60-2087-6|9-50-581-6|11-66-750-2|5-28-859-4|9-51-583-6|10-65-408-7|9-50-579-1|10-60-1141-11|5-28-1700-4|10-57-566-2,9-50-579-4
114,1,1,1,1,1,9-51-353-1|9-51-353-3|9-51-352-1|9-51-352-3|9-51-353-2|9-51-582-6|9-51-1621-1|9-51-583-1|9-51-352-2|9-51-1621-2|9-51-582-5|9-50-3-1|2-21-673-1|9-50-581-1|12-70-1144-5,9-51-353-1
115,1,1,1,1,1,9-50-359-2|9-50-359-1|9-50-581-3|9-50-2-1|9-50-579-1|9-50-581-5|9-50-581-6|9-50-579-4|9-50-581-4|9-50-1561-2|9-50-1492-1|9-50-1561-1|9-50-3-1|9-50-1604-1|9-50-579-2,9-50-359-2
116,1,1,1,1,1,9-50-581-2|9-50-581-9|9-50-581-4|9-50-581-1|9-50-579-1|9-50-581-5|9-50-1561-1|9-50-581-3|9-50-580-2|3-26-866-1|9-50-581-7|9-50-580-3|9-50-1561-2|9-50-581-6|9-50-581-8,9-50-581-2
117,0,0,1,1,1,9-52-585-1|9-52-585-2|9-52-585-4|9-52-7-1|9-52-584-4|9-52-585-5|9-52-584-2|9-52-584-1|9-52-10-1|9-52-585-3|9-52-12-2|9-52-11-1|6-38-852-2|9-52-584-5|9-52-9-1,9-52-584-4
118,1,1,1,1,1,9-50-2-1|9-50-4-1|9-50-3-1|9-50-1492-1|9-50-579-3|9-52-9-1|9-50-1492-2|9-50-359-1|9-52-12-1|9-52-10-1|9-52-11-1|9-50-6-1|9-50-581-6|9-50-579-1|9-50-579-2,9-50-2-1
119,0,0,0,1,1,11-66-738-1|11-66-750-2|11-66-739-1|11-66-716-1|11-66-749-2|11-66-735-1|11-66-728-1|8-47-817-1|11-66-717-1|11-66-733-1|11-66-745-1|2-23-740-1|11-66-736-1|10-55-818-3|11-68-729-1,11-66-733-1
120,0,1,1,1,1,11-66-749-2|11-66-739-1|11-66-737-1|11-66-750-2|11-66-738-1|11-66-745-1|11-66-736-1|5-31-744-1|11-67-1645-2|11-66-721-1|11-66-720-1|11-66-716-1|5-32-462-3|11-66-728-1|11-66-733-1,11-66-737-1
121,1,1,1,1,1,11-66-715-1|3-24-727-1|3-25-567-2|10-58-593-3|3-25-807-1|7-39-570-1|7-41-569-2|6-93-842-3|11-66-716-1|5-28-419-4|3-24-1836-1|10-57-565-2|6-37-375-6|3-25-812-1|10-57-565-5,11-66-715-1
122,0,0,0,0,0,11-66-728-1|11-66-738-1|11-66-750-1|11-66-716-1|11-66-745-1|11-66-739-1|11-66-733-1|11-66-746-1|8-47-817-1|11-66-737-1|11-66-735-1|2-23-740-1|11-66-721-1|11-68-729-1|11-66-719-1,11-66-733-2
123,1,1,1,1,1,11-66-750-1|1-16-781-1|2-23-740-1|8-47-1206-1|10-55-1275-1|11-66-732-1|3-25-812-1|10-58-559-6|10-58-1697-1|11-66-746-1|11-66-738-1|1-16-783-1|10-59-1274-1|11-66-721-1|10-62-1274-1,11-66-750-1
124,1,1,1,1,1,11-66-732-2|11-66-745-2|10-55-731-2|11-66-734-2|11-66-733-2|4-91-1095-2|11-66-747-2|10-94-2095-2|11-67-1269-7|10-61-762-3|8-44-1269-6|10-94-2091-2|10-55-1269-8|10-59-1269-7|11-66-736-2,11-66-732-2
125,1,1,1,1,1,11-66-749-4|7-43-626-1|6-38-588-7|6-38-588-10|2-21-564-7|11-66-749-1|6-38-588-8|11-66-749-3|9-50-580-2|11-66-745-2|5-31-744-1|2-21-564-6|11-66-719-1|11-67-1645-3|10-57-465-1,11-66-749-4
126,0,0,1,1,1,10-65-587-1|10-65-587-2|10-55-931-2|11-68-931-3|6-35-845-5|9-50-579-1|10-57-566-1|9-50-581-6|10-65-408-5|11-68-931-2|10-57-565-10|11-68-931-4|10-58-560-4|10-57-565-7|5-29-487-4,11-68-931-3
127,0,0,0,0,0,5-31-744-1|5-32-522-1|5-31-591-1|11-66-746-1|11-66-719-1|11-66-735-1|5-31-469-3|11-66-718-1|5-31-1326-1|6-38-588-10|5-31-730-1|5-31-480-2|11-66-736-1|7-41-590-1|6-38-588-7,11-66-747-2
128,1,1,1,1,1,11-66-745-2|7-43-573-2|7-43-574-1|5-32-522-1|5-31-744-1|7-40-479-2|11-66-749-3|3-26-1156-5|5-31-480-2|5-31-730-1|9-50-581-4|11-66-719-2|5-32-470-3|3-26-1156-6|12-92-882-1,11-66-745-2
129,1,1,1,1,1,11-67-833-1|11-67-1269-6|10-55-1269-7|11-67-1269-7|10-59-1269-7|7-41-2284-2|11-67-836-3|4-91-1095-2|1-16-1423-3|10-62-836-3|10-55-731-2|11-67-1120-2|8-44-1269-6|10-55-1269-8|2-75-2283-2,11-67-833-1
130,1,1,1,1,1,11-66-720-2|11-66-720-1|11-66-719-2|11-66-749-3|11-66-718-2|11-66-719-1|5-31-744-1|6-38-588-10|11-66-718-1|11-66-737-1|11-66-715-1|10-94-2232-2|11-66-739-1|4-27-434-3|6-38-850-3,11-66-720-2
131,1,1,1,1,1,11-68-648-1|4-27-649-1|4-27-653-1|7-39-651-1|10-65-408-1|10-65-413-1|10-65-408-4|10-64-650-1|10-65-413-7|10-65-408-9|10-65-587-3|10-65-408-10|10-65-390-3|10-65-408-2|10-65-413-4,11-68-648-1
132,0,0,0,0,0,5-31-469-1|5-32-522-1|10-88-934-1|2-22-703-1|10-88-934-2|5-31-483-2|5-31-469-4|7-43-701-1|7-41-575-4|10-60-2031-1|5-28-525-2|5-32-704-1|5-31-480-2|5-32-472-1|12-71-765-1,11-66-718-1
133,1,1,1,1,1,11-68-931-1|10-55-931-1|11-68-931-3|11-68-931-6|10-55-931-5|11-68-931-4|10-55-931-3|11-68-931-2|10-65-587-1|10-55-931-2|10-57-566-4|10-57-565-7|11-68-931-5|10-57-566-5|10-57-565-6,11-68-931-1
134,0,0,1,1,1,10-65-1176-1|2-22-1176-1|6-85-1176-1|11-67-1176-1|12-95-986-1|12-95-988-1|1-20-2114-2|1-87-656-1|1-20-2115-2|12-95-984-1|10-60-2087-3|1-87-658-1|10-60-2031-1|1-87-657-1|1-87-659-1,11-67-1176-1
135,0,1,1,1,1,10-55-931-5|11-68-931-6|11-68-931-5|10-57-566-2|10-65-408-7|10-55-931-4|8-47-1782-3|10-55-931-3|8-44-927-4|10-65-397-4|10-65-408-8|10-88-927-4|10-55-818-3|10-65-408-6|8-44-929-3,11-68-931-6
136,1,1,1,1,1,11-67-835-1|11-66-732-2|2-21-670-2|10-94-2095-2|10-55-731-2|8-44-1327-3|2-75-669-2|8-47-1207-2|10-89-1269-7|9-50-581-1|10-94-2232-3|10-94-2232-2|9-52-585-5|8-47-1348-4|2-21-564-7,11-67-835-1
137,1,1,1,1,1,11-67-836-3|10-62-836-3|11-67-836-1|10-62-836-1|10-59-1269-7|11-67-836-2|10-55-1269-7|11-67-1269-6|10-62-836-2|11-67-1269-7|8-44-1269-6|5-30-1362-1|12-70-768-2|8-47-1307-3|6-38-588-3,11-67-836-3
138,0,0,0,0,1,8-44-1270-2|7-43-1270-2|10-89-1269-2|10-57-1270-2|8-44-1269-2|10-62-1269-5|10-55-1269-2|10-59-1269-2|10-55-1269-5|10-59-1270-2|11-67-1269-4|8-44-1269-4|10-62-1269-2|10-59-1270-1|10-59-1269-5,11-67-1269-4
139,1,1,1,1,1,11-66-749-3|10-94-2099-1|10-94-2093-1|8-47-1770-2|10-57-1278-4|8-47-1284-3|6-36-1609-2|11-66-749-1|11-66-745-2|10-57-1291-2|7-43-626-1|2-21-670-2|4-27-464-3|11-66-749-2|12-70-1431-2,11-66-749-3
140,1,1,1,1,1,11-67-1120-1|11-67-1120-2|8-45-1111-1|8-48-696-1|10-57-1290-1|10-62-1272-1|6-35-1274-1|1-16-783-1|2-23-751-2|6-36-1274-1|10-57-1645-1|10-59-1274-1|11-67-1116-1|8-47-1306-1|11-67-1645-1,11-67-1120-1
141,0,1,1,1,1,4-27-434-2|11-66-738-1|2-23-752-1|11-66-749-2|2-23-740-1|11-66-750-2|11-66-739-1|11-66-716-1|10-55-818-3|10-62-743-1|4-27-454-2|5-31-453-4|2-23-751-3|2-23-751-2|11-66-734-1,11-66-738-1
142,1,1,1,1,1,11-67-837-2|10-62-837-3|5-31-2063-1|10-62-837-2|11-67-837-1|12-71-764-3|12-71-765-2|5-31-1122-2|2-22-711-2|4-27-649-3|10-62-837-1|12-70-1720-5|3-26-765-2|2-22-707-3|12-72-1099-2,11-67-837-2
143,1,1,1,1,1,1-16-618-1|1-16-619-1|1-16-614-1|1-16-614-2|1-16-614-4|1-16-941-1|1-16-616-1|1-16-781-1|10-61-762-2|1-16-1103-1|1-16-777-1|1-16-1423-1|1-16-620-1|10-61-762-1|8-47-1206-1,1-16-618-1
144,1,1,1,1,1,1-87-951-1|6-36-958-1|8-47-1348-1|10-57-920-2|7-41-953-1|10-57-920-1|7-41-572-2|7-39-952-1|7-41-569-1|7-41-921-1|10-57-409-1|10-89-514-2|1-15-919-1|7-43-957-1|8-48-691-3,1-87-951-1
145,1,1,1,1,1,1-87-662-1|1-87-659-1|1-87-656-1|1-87-663-1|1-87-657-1|1-87-661-1|1-87-658-1|1-87-660-1|6-85-1176-1|11-67-1176-1|10-89-514-1|5-28-514-1|10-65-1176-1|9-50-579-2|2-22-1176-1,1-87-662-1
146,0,1,1,1,1,1-87-662-1|1-87-657-1|1-16-1166-1|1-87-656-1|5-28-514-1|1-16-777-2|10-89-514-1|1-16-620-1|1-87-659-1|7-40-1530-1|12-95-988-1|1-16-1600-5|2-22-708-2|1-87-663-1|6-86-690-2,1-16-1166-1
147,1,1,1,1,1,1-16-1602-3|1-16-1602-2|1-16-1602-4|1-16-1602-1|1-16-1600-5|1-16-1600-1|1-16-1600-3|6-36-1609-1|1-16-1606-1|1-16-1600-4|6-36-1610-1|1-16-1602-6|10-57-566-5|1-16-1600-7|1-16-1600-2,1-16-1602-3
148,1,1,1,1,1,1-16-1423-1|1-16-1267-1|1-16-941-3|1-16-941-1|1-16-1423-2|1-16-938-3|1-16-941-2|1-16-1423-3|1-16-938-2|1-16-943-2|1-16-938-1|12-95-989-1|10-57-1278-2|11-67-1345-1|8-47-1345-1,1-16-1423-1
149,0,1,1,1,1,1-16-781-1|1-16-773-1|1-16-777-2|6-86-768-1|1-16-779-1|1-16-1105-2|12-70-768-1|6-37-17-3|1-16-614-2|1-16-941-1|1-16-786-1|1-16-938-1|1-16-783-1|1-16-777-1|1-16-782-1,1-16-773-1
150,0,1,1,1,1,1-16-1607-1|1-16-1607-2|1-16-1606-1|1-16-1606-2|6-36-1608-2|10-65-398-4|3-24-803-2|2-21-557-1|10-57-414-1|10-65-395-4|10-57-565-1|6-37-387-3|10-57-565-2|6-36-1609-1|3-24-800-3,1-16-1607-2
151,1,1,1,1,1,1-20-2114-1|1-20-2114-2|1-20-2115-1|1-20-2114-3|12-95-988-2|12-95-988-1|1-20-2113-1|1-20-2113-2|10-61-762-1|1-20-2120-1|1-16-2254-1|8-47-1206-1|6-86-691-1|10-60-2031-1|10-61-762-2,1-20-2114-1
152,1,1,1,1,1,1-87-658-1|1-87-656-1|1-87-659-1|1-87-657-1|1-87-663-1|1-87-662-1|6-85-1176-1|1-16-943-1|11-67-1176-1|1-87-661-1|10-89-514-1|10-65-1176-1|1-87-665-1|1-16-943-2|12-95-988-1,1-87-658-1
153,0,1,1,1,1,1-16-1423-1|1-16-1109-1|1-16-786-1|1-16-782-1|1-16-777-1|8-48-1514-1|1-16-1423-3|1-16-616-1|1-16-1103-1|1-16-1103-5|1-16-1103-4|1-87-665-1|6-86-691-4|10-58-1697-1|8-47-1263-3,1-16-1109-1
154,1,1,1,1,1,1-16-781-1|10-89-1269-5|10-55-1269-5|7-43-1270-2|10-62-1269-5|8-44-1270-2|8-44-1269-4|10-59-1269-5|11-67-1269-4|2-22-707-2|10-57-1270-2|10-62-1276-2|10-59-1270-2|8-47-692-1|10-58-559-6,1-16-781-1
155,1,1,1,1,1,1-87-665-1|1-87-664-1|1-87-656-1|1-87-659-1|1-87-663-1|1-87-657-1|1-87-662-1|1-87-1481-2|7-43-626-1|1-87-1481-1|11-67-835-1|4-97-1481-1|1-87-1481-3|1-87-1085-1|1-15-608-1,1-87-665-1
156,1,1,1,1,1,1-16-1421-1|1-16-943-1|1-16-943-2|1-16-1423-1|1-16-1267-1|1-16-941-1|1-16-943-3|1-16-941-3|1-16-822-1|1-16-938-2|1-16-821-1|1-16-1722-1|1-16-938-1|1-20-2116-1|1-16-941-2,1-16-1421-1
157,1,1,1,1,1,1-15-608-1|4-91-613-1|8-47-1342-1|8-47-1346-1|1-87-1481-1|1-16-614-3|4-91-607-1|1-87-1481-2|4-97-1481-1|4-91-1164-1|4-97-1481-2|8-47-1254-1|8-48-1459-1|4-97-1478-1|8-48-691-3,1-15-608-1
158,1,1,1,1,1,1-16-1423-3|11-67-836-3|11-67-1269-6|10-62-836-3|10-55-1269-7|11-67-1269-7|12-71-770-2|12-70-768-2|11-67-833-1|12-95-989-1|11-67-1120-2|12-71-764-3|10-59-1269-7|11-67-1176-1|6-85-1176-1,1-16-1423-3
159,1,1,1,1,1,1-16-616-1|1-16-616-2|10-94-2091-2|10-61-762-3|10-94-2102-2|12-71-1148-2|5-31-1122-2|6-86-691-4|10-58-1697-1|8-44-1269-6|2-22-711-2|10-62-1697-1|1-16-1423-3|10-94-2095-2|7-39-651-3,1-16-616-1
160,0,0,1,1,1,5-32-472-1|2-22-709-2|5-28-1511-1|10-89-1269-6|1-16-782-2|10-62-521-1|8-47-1346-2|10-62-519-2|10-62-1269-6|5-32-472-2|5-28-419-7|10-57-1645-3|12-71-770-2|10-59-1269-8|10-88-934-1,1-16-782-2
161,1,1,1,1,1,1-20-2117-1|10-59-1269-6|10-94-2232-1|10-62-1269-6|10-55-1269-6|10-62-521-1|10-89-1269-6|1-16-1420-1|10-94-2091-1|10-58-559-7|11-67-1176-1|10-89-514-1|4-27-649-2|3-90-2031-1|1-87-663-1,1-20-2117-1
162,1,1,1,1,1,1-16-1103-4|1-20-2121-1|6-37-17-2|1-20-2114-3|8-48-690-1|8-48-691-2|6-86-691-2|6-86-690-1|8-48-679-1|1-16-1600-2|1-16-1103-3|4-97-1465-1|6-37-17-1|10-61-762-1|1-20-2113-3,1-16-1103-4
163,1,1,1,1,1,1-87-656-1|1-87-659-1|1-87-657-1|1-87-663-1|1-87-658-1|1-87-662-1|10-89-514-1|1-87-661-1|5-28-514-1|1-87-660-1|1-87-665-1|8-47-1348-4|10-94-2089-1|10-94-2091-2|8-47-1348-3,1-87-656-1
164,1,1,1,1,1,1-16-941-2|1-16-938-2|1-16-1423-1|1-16-941-1|1-16-941-3|1-16-1267-1|1-16-1421-1|1-16-938-1|1-16-943-3|1-16-938-3|1-16-943-1|1-16-943-2|1-16-1423-3|10-57-1278-2|1-16-614-1,1-16-941-2
165,1,1,1,1,1,1-16-1602-4|1-16-1602-2|1-16-1602-3|1-16-1602-1|1-16-1600-5|1-16-1600-4|1-16-1600-1|1-16-1602-5|1-16-1600-3|1-16-1602-6|1-16-1600-6|1-16-1600-7|6-36-1609-1|1-16-1600-2|1-16-1606-1,1-16-1602-4
166,1,1,1,1,1,1-16-938-3|1-16-938-2|1-16-938-1|1-16-620-1|1-16-781-1|6-86-768-1|1-16-614-3|12-70-1144-3|1-16-777-2|10-56-1174-3|1-16-1105-2|10-65-408-7|12-70-768-1|10-55-818-3|8-47-692-1,1-16-938-3
167,0,1,1,1,1,1-16-614-4|1-16-614-3|1-16-614-1|1-16-1103-1|1-16-618-1|1-16-620-1|1-16-614-2|1-16-822-1|1-16-938-2|1-16-823-1|1-16-783-1|1-20-2120-1|10-58-823-1|1-16-941-1|1-16-619-1,1-16-614-3
168,1,1,1,1,1,1-16-944-1|1-16-1166-1|1-16-620-1|1-16-944-4|1-16-944-2|1-16-944-3|1-16-615-1|6-37-17-3|1-16-1600-5|9-52-585-4|10-57-565-3|10-60-2087-5|1-16-941-1|10-61-1790-2|1-16-941-3,1-16-944-1
169,0,1,1,1,1,10-58-823-1|1-16-823-1|12-95-988-1|1-16-822-1|1-16-820-1|6-35-1790-2|1-16-619-1|1-16-943-1|1-20-2120-1|10-89-514-1|1-20-2113-2|1-20-2114-2|12-95-988-2|1-16-824-1|1-16-614-4,1-16-823-1
170,0,1,1,1,1,1-16-1105-2|1-16-1105-1|1-16-783-1|10-60-1528-1|1-16-944-2|1-16-1103-1|1-16-620-1|10-60-2031-1|1-16-941-1|1-16-777-2|1-16-615-1|1-16-1166-1|1-16-782-1|1-16-779-1|6-36-1273-3,1-16-1105-1
171,0,0,0,0,0,4-27-434-2|4-27-436-2|11-66-749-2|11-66-750-2|10-65-413-5|10-55-818-3|2-21-605-2|2-22-707-2|8-47-1782-3|11-66-736-1|10-65-390-4|12-70-1427-2|8-45-563-6|11-66-738-1|11-66-721-1,1-14-742-1
172,1,1,1,1,1,1-16-1607-1|1-16-1606-2|10-65-397-4|8-47-1782-3|3-26-1156-2|10-60-2087-6|10-65-408-6|1-16-1607-2|10-65-408-7|9-50-581-9|9-52-585-5|1-16-1606-1|11-68-931-5|10-60-1141-11|1-16-1602-5,1-16-1607-1
173,1,1,1,1,1,1-16-619-1|1-16-781-1|1-16-943-3|3-25-812-1|2-75-499-1|10-89-1269-6|11-67-1269-2|8-44-1269-5|10-61-1790-4|7-41-569-5|2-75-2283-1|7-43-1270-1|10-89-1269-4|7-41-2284-1|10-62-1269-2,1-16-619-1
174,1,1,1,1,1,1-16-943-1|1-16-943-3|1-16-943-2|1-16-1421-1|1-16-941-1|1-16-1423-1|1-16-1267-1|1-16-941-3|1-16-614-4|1-16-938-1|1-16-619-1|1-16-823-1|1-16-938-2|1-16-1722-1|1-20-2114-2,1-16-943-1
175,1,1,1,1,1,6-38-589-5|6-38-589-1|6-38-589-3|6-38-589-4|6-38-589-6|6-38-589-7|6-38-846-1|7-41-575-2|6-38-588-1|7-41-575-4|7-41-569-7|7-41-571-1|3-24-802-3|9-50-1604-1|6-37-375-5,6-38-589-5
176,1,1,1,1,1,6-86-1126-1|6-34-845-1|6-35-845-1|5-31-1131-1|9-50-581-7|6-35-845-5|3-25-844-2|6-38-588-8|5-31-1132-1|3-25-844-1|9-50-581-2|9-50-581-4|6-37-2328-1|6-38-851-2|9-50-581-6,6-86-1126-1
177,1,1,1,1,1,6-86-690-2|8-48-690-2|8-48-691-3|6-86-691-3|1-16-614-2|8-48-691-4|8-47-692-1|8-48-1563-2|8-47-1263-1|6-86-691-4|8-46-826-2|8-48-690-1|1-16-773-1|6-86-691-2|10-58-559-5,6-86-690-2
178,0,1,1,1,1,6-38-588-11|6-38-588-12|6-38-588-6|6-38-588-13|6-38-588-3|6-38-588-4|6-38-589-6|6-38-588-5|6-38-588-1|6-38-588-9|6-38-588-2|6-38-588-10|6-38-589-5|7-41-569-6|6-38-589-4,6-38-588-12
179,1,1,1,1,1,6-38-849-2|6-38-851-2|6-38-852-2|6-34-845-6|6-38-849-1|6-35-845-5|9-50-581-6|6-38-588-6|6-38-850-2|6-38-589-4|6-37-375-10|11-66-735-1|2-21-557-1|6-38-847-1|10-58-559-3,6-38-849-2
180,1,1,1,1,1,6-37-2328-1|10-65-587-1|6-38-849-2|3-26-1156-1|6-37-2327-1|6-37-2327-2|6-34-845-1|10-57-566-1|6-35-845-1|6-35-845-5|10-57-565-7|6-38-851-2|8-46-826-2|10-89-1224-1|12-70-1427-3,6-37-2328-1
181,0,0,0,1,1,10-61-1790-1|3-90-1790-1|6-35-1790-1|3-90-1790-2|10-61-1790-2|6-35-1790-2|6-35-1790-3|10-61-1790-4|3-90-1790-4|10-61-1790-3|3-90-1790-3|10-57-1290-1|11-67-1269-5|2-75-2283-1|11-67-1269-8,6-35-1790-2
182,0,1,1,1,1,6-36-1609-2|6-36-1610-1|6-36-1608-2|6-36-1609-1|1-16-1600-5|6-37-375-4|8-45-1112-2|6-37-387-3|6-37-375-6|8-48-686-2|12-92-883-1|6-36-1608-1|3-25-808-4|8-45-563-1|1-16-1606-1,6-36-1610-1
183,1,1,1,1,1,6-38-588-7|6-38-588-2|6-38-588-13|6-38-588-8|6-38-588-9|6-38-588-3|6-38-588-1|6-38-589-6|6-38-589-5|6-38-588-12|6-38-850-1|7-39-570-4|6-38-589-4|11-66-728-1|6-38-588-6,6-38-588-7
184,1,1,1,1,1,6-93-842-1|6-38-846-1|6-93-842-3|6-93-842-2|6-38-850-2|6-38-851-1|6-38-846-2|6-34-845-4|6-35-845-4|6-34-845-2|6-35-845-2|6-36-1610-1|6-35-845-5|6-38-851-2|6-38-850-1,6-93-842-1
185,0,1,1,1,1,6-38-589-1|6-38-589-7|6-38-589-3|6-38-589-5|6-38-589-4|7-41-569-7|6-38-589-6|6-38-588-9|6-38-588-7|6-38-588-1|6-38-588-6|6-38-588-8|6-38-589-2|7-41-590-2|6-38-852-1,6-38-589-7
186,1,1,1,1,1,6-37-17-2|6-37-17-1|6-37-17-3|6-37-2328-1|6-37-375-10|1-20-2121-1|6-37-2327-2|10-94-2102-1|6-37-380-2|6-35-1274-1|10-59-1274-1|6-36-1274-1|6-37-2327-1|10-62-1274-1|10-94-2092-1,6-37-17-2
187,0,1,1,1,1,10-65-1176-1|2-22-1176-1|6-85-1176-1|11-67-1176-1|12-95-986-1|12-95-988-1|1-20-2114-2|1-87-656-1|1-87-658-1|10-60-2087-3|10-60-2031-1|1-20-2115-2|12-95-984-1|3-90-2031-1|10-59-2031-1,6-85-1176-1
188,1,1,1,1,1,6-38-848-1|6-38-851-2|6-38-848-2|7-41-1611-3|6-38-846-1|6-38-850-1|7-39-570-3|6-38-851-1|7-39-1641-3|7-41-1641-3|7-39-1611-3|6-38-852-2|7-39-1642-3|6-38-849-1|6-38-850-3,6-38-848-1
189,0,1,1,1,1,10-55-731-2|6-34-845-5|11-66-736-2|6-35-845-5|11-66-734-2|6-34-845-1|10-65-397-5|6-38-763-2|6-35-845-1|10-55-1269-7|6-36-1608-2|11-66-732-2|4-91-1095-2|10-62-836-3|10-55-1269-8,6-34-845-5
190,1,1,1,1,1,6-38-763-1|10-61-762-1|3-25-761-2|3-25-761-1|10-61-762-2|6-38-588-1|6-38-588-13|6-38-589-5|6-38-588-9|6-38-763-2|6-38-588-2|6-38-589-4|6-38-589-3|3-25-761-3|6-38-589-1,6-38-763-1
