question_id,r@1,r@3,r@5,r@10,r@15,contexts,ground_truth
95,0,0,0,0,0,9-50-2-1|9-50-1604-1|9-50-3-1|9-50-1492-1|9-52-584-1|9-50-4-1|9-52-12-1|9-50-581-2|9-49-391-1|9-50-1615-1|6-38-589-1|9-50-6-1|7-40-991-3|10-56-1174-2|9-51-582-6,9-50-359-1
96,0,1,1,1,1,9-50-581-5|9-50-581-2|9-50-581-3|4-27-1766-1|9-50-1561-2|9-50-581-4|9-50-1604-1|9-50-581-1|9-50-1615-1|9-50-579-1|9-51-582-6|9-51-353-3|3-24-800-1|3-24-801-3|3-24-802-1,9-50-581-3
97,1,1,1,1,1,9-51-353-3|9-51-582-4|9-51-582-6|9-51-582-1|9-51-1621-1|9-51-352-1|9-51-353-2|3-24-1858-2|10-65-420-2|3-24-1856-1|9-51-1621-2|10-65-1534-1|9-50-1604-1|9-51-582-2|3-24-1858-1,9-51-353-3
98,0,0,1,1,1,3-24-1836-1|3-24-1857-1|3-24-1856-1|9-49-396-1|3-24-800-1|3-24-1858-2|3-24-799-1|3-24-1858-1|9-49-722-1|3-24-802-1|9-50-579-1|9-50-1615-1|10-65-415-2|9-50-365-1|10-65-420-2,9-49-396-1
99,0,0,1,1,1,9-52-585-2|9-51-582-4|3-25-567-1|9-52-584-3|9-52-585-3|9-51-582-2|6-38-588-5|9-51-582-3|9-50-580-1|9-50-581-6|9-50-579-2|7-41-590-1|6-38-588-3|7-39-570-1|6-38-588-2,9-52-584-3
100,1,1,1,1,1,9-50-581-9|9-50-579-4|9-50-581-1|9-52-585-5|9-50-355-1|9-50-1492-2|9-51-367-1|4-27-1766-2|10-65-587-2|9-51-582-4|10-65-413-4|9-51-583-6|2-21-1622-1|9-52-366-2|10-65-404-4,9-50-581-9
101,1,1,1,1,1,9-50-581-1|9-50-1561-1|9-50-581-2|9-50-581-5|9-50-581-9|9-50-365-1|9-50-1492-2|9-50-581-4|9-50-1561-2|9-50-581-3|9-51-583-1|9-50-579-2|9-50-579-1|9-54-485-12|5-29-486-7,9-50-581-1
102,0,0,1,1,1,7-41-575-1|7-40-1806-1|3-24-1858-2|7-40-991-4|9-50-1604-1|9-51-582-4|7-40-991-5|7-40-1854-1|7-39-1806-1|7-40-1793-1|7-41-488-3|7-40-1797-1|7-40-1795-1|3-24-1858-1|7-39-1854-1,9-50-1604-1
103,1,1,1,1,1,9-49-391-1|3-24-1836-1|9-51-352-1|9-51-583-1|5-32-462-1|9-51-353-2|9-49-722-1|5-29-486-2|3-24-1857-1|3-24-800-1|3-24-1858-2|7-43-701-1|3-24-802-2|9-49-392-1|3-24-799-1,9-49-391-1
104,0,1,1,1,1,9-50-1492-1|9-50-3-1|9-50-4-1|9-52-11-1|9-50-1561-2|7-40-991-5|9-52-12-2|9-52-12-1|9-50-579-1|9-50-1615-1|9-52-10-1|9-52-585-5|9-50-1604-1|9-50-359-2|9-52-585-1,9-50-3-1
105,1,1,1,1,1,9-51-582-2|9-51-582-4|9-51-582-3|9-51-582-1|3-25-567-1|9-50-580-1|9-51-583-3|9-50-579-2|9-50-581-6|9-52-585-2|9-52-585-3|10-57-565-7|9-50-579-3|9-52-584-3|2-21-556-1,9-51-582-2
106,0,0,1,1,1,9-54-485-7|9-54-485-11|9-54-485-8|9-54-485-4|1-16-944-1|5-29-486-4|5-29-487-3|12-71-769-1|1-87-661-1|1-87-662-1|6-85-1176-1|5-29-486-6|9-52-12-1|6-36-1608-1|11-66-736-1,9-54-485-4
107,0,0,0,0,0,3-24-1858-2|3-24-800-1|3-24-1858-1|3-24-1857-1|5-29-486-2|7-41-575-1|3-24-799-1|9-54-485-2|9-49-392-1|3-24-1856-1|3-24-802-1|3-24-1836-1|9-51-582-4|9-49-391-1|9-54-485-8,9-54-485-5
108,0,0,0,1,1,9-51-352-2|9-51-582-6|10-65-397-4|9-51-353-3|4-91-674-1|2-21-1622-1|10-65-390-4|9-51-352-3|9-50-1561-2|10-55-818-3|10-65-404-4|9-51-582-1|9-51-367-1|9-51-364-1|4-27-436-2,9-51-352-3
109,0,0,0,0,0,3-24-1858-2|9-54-485-8|7-41-575-1|3-24-1858-1|3-24-799-1|3-24-1857-1|3-24-803-1|10-65-1534-1|3-24-1856-1|9-54-485-7|3-24-800-1|3-24-803-2|11-66-736-1|3-24-725-1|3-24-727-1,9-54-485-1
110,1,1,1,1,1,9-52-366-2|9-52-585-5|9-52-366-1|9-51-364-1|9-50-365-1|9-52-584-5|9-52-12-2|9-52-585-1|9-50-581-9|9-51-583-6|4-27-1766-2|3-24-1857-1|9-52-12-1|10-65-1534-1|9-52-11-1,9-52-366-2
111,0,1,1,1,1,6-38-588-4|5-29-487-4|9-54-485-9|6-93-842-2|5-29-486-2|5-29-486-5|4-27-1764-1|6-38-588-3|5-31-730-1|9-54-485-6|6-38-588-12|11-66-736-1|9-52-12-1|9-50-1561-2|5-32-470-3,9-54-485-9
112,0,1,1,1,1,9-50-579-1|9-50-1492-2|9-50-580-1|6-38-589-1|7-41-575-1|3-24-801-3|9-51-582-2|3-24-801-1|2-21-1622-1|9-50-579-4|9-50-4-1|9-51-582-4|9-52-585-3|9-50-6-1|9-50-579-2,9-50-1492-2
113,0,1,1,1,1,9-52-585-5|9-50-581-9|9-50-579-4|9-52-585-3|9-51-582-4|9-51-582-2|7-40-1811-2|3-24-1857-1|7-39-1811-2|9-50-581-6|8-47-1320-3|9-50-579-2|9-51-582-1|7-40-1793-1|7-39-1793-1,9-50-579-4
114,0,1,1,1,1,9-51-353-3|9-51-353-1|9-51-352-1|9-51-353-2|2-21-1622-1|9-51-582-6|9-51-352-2|9-51-583-1|9-51-1621-1|2-21-556-1|9-51-1621-2|9-51-352-3|5-32-706-2|9-51-582-4|9-51-367-1,9-51-353-1
115,1,1,1,1,1,9-50-359-2|9-50-1561-2|9-50-1604-1|9-50-359-1|9-50-579-1|9-50-579-4|7-41-488-3|3-24-800-1|9-50-1615-1|2-21-1622-1|9-52-585-5|10-65-1534-1|9-51-582-1|3-24-1857-1|9-51-582-4,9-50-359-2
116,1,1,1,1,1,9-50-581-2|9-50-1561-2|9-50-581-1|9-50-579-1|4-27-1766-1|9-50-581-5|9-50-581-4|9-50-1604-1|9-50-1561-1|9-52-366-2|6-34-845-4|9-50-581-9|6-93-842-3|9-51-582-4|9-50-1615-1,9-50-581-2
117,0,0,0,0,1,9-52-585-4|9-52-12-1|9-52-585-1|9-52-585-2|9-51-582-4|9-52-11-1|9-52-584-2|9-52-10-1|9-52-584-1|9-50-580-3|9-52-584-4|9-50-1492-1|6-37-375-4|9-50-1561-2|9-50-3-1,9-52-584-4
118,1,1,1,1,1,9-50-2-1|9-51-582-4|9-51-582-2|9-51-582-1|9-52-12-1|7-41-488-3|9-50-579-1|9-54-485-7|9-50-580-1|9-50-1492-1|9-51-353-2|7-41-590-1|9-50-579-2|9-50-3-1|9-50-579-3,9-50-2-1
119,0,0,0,1,1,9-49-722-1|11-66-721-2|11-66-716-1|11-66-736-1|11-66-739-1|11-66-735-1|11-66-738-1|11-66-732-1|11-66-747-1|11-66-733-1|11-66-717-1|7-41-569-2|11-66-734-1|11-68-729-1|9-51-367-1,11-66-733-1
120,0,0,0,1,1,11-66-739-1|11-66-734-1|9-49-722-1|5-32-462-3|4-27-2423-1|11-66-737-1|11-66-716-1|10-94-2095-1|10-57-433-3|3-26-867-1|11-66-732-1|10-94-2093-1|11-66-749-2|11-66-747-1|10-94-2232-1,11-66-737-1
121,0,0,0,0,0,3-24-1836-1|3-24-1856-1|3-24-1857-1|9-49-722-1|6-38-588-4|9-52-366-2|3-24-800-1|3-24-1836-3|3-24-1858-1|2-21-1622-1|10-57-566-2|3-25-808-2|9-52-585-5|9-52-585-3|10-65-415-2,11-66-715-1
122,0,0,0,0,1,9-49-722-1|11-66-716-1|7-41-569-2|11-66-738-1|11-66-733-1|10-58-595-1|10-94-2232-1|12-71-771-1|11-66-721-2|12-71-769-1|11-66-733-2|3-24-1857-1|3-24-1836-1|11-66-732-3|9-52-584-5,11-66-733-2
123,0,0,0,0,0,10-55-841-1|8-48-1210-1|10-94-2232-1|11-66-732-1|10-65-400-2|1-16-1210-1|10-94-2095-1|7-41-1210-1|10-65-393-2|10-57-1285-1|6-86-1210-1|10-63-1212-1|10-57-565-12|10-65-1534-1|10-57-1291-1,11-66-750-1
124,1,1,1,1,1,11-66-732-2|11-66-721-2|10-62-1697-1|10-57-565-14|7-43-573-1|10-58-1697-1|10-55-731-2|7-43-574-1|11-66-728-1|10-94-2232-2|11-66-749-3|10-57-565-7|10-94-2232-3|3-26-864-3|11-66-732-3,11-66-732-2
125,0,0,0,0,0,10-94-2094-1|10-57-414-3|10-65-390-6|10-57-428-4|9-50-365-1|10-94-2097-1|1-15-608-1|10-94-2093-1|10-94-2098-1|9-52-585-5|9-52-584-2|10-94-2232-1|8-47-1782-3|10-57-429-1|9-51-364-1,11-66-749-4
126,0,1,1,1,1,10-58-560-4|11-68-931-3|10-57-566-4|11-68-931-2|10-55-931-2|10-58-559-4|9-51-582-4|10-65-587-2|10-65-390-1|10-59-435-5|10-65-426-1|10-57-566-1|10-57-565-1|10-65-404-1|10-65-400-1,11-68-931-3
127,0,0,1,1,1,11-66-736-1|10-57-414-3|5-31-591-1|11-66-734-1|11-66-747-2|5-31-730-1|9-49-722-1|11-66-735-1|10-59-435-4|4-27-464-2|12-70-1720-3|5-31-1128-1|11-66-747-1|10-55-841-1|11-66-715-1,11-66-747-2
128,1,1,1,1,1,11-66-745-2|7-43-878-1|5-31-730-1|9-52-585-3|7-43-574-1|11-66-736-1|10-57-414-3|6-38-852-2|11-66-749-3|11-66-732-3|11-66-734-1|9-49-722-1|8-48-686-2|5-28-933-2|12-92-876-2,11-66-745-2
129,0,0,0,0,0,1-87-661-1|1-87-662-1|1-16-1423-3|7-40-479-4|10-57-565-14|7-39-610-1|6-85-1176-1|11-67-1176-1|7-41-571-2|10-65-1176-1|1-16-1109-1|1-87-660-1|1-16-615-1|2-22-1176-1|5-32-671-2,11-67-833-1
130,1,1,1,1,1,11-66-720-2|11-66-720-1|11-66-721-1|11-66-1162-1|11-66-749-2|11-66-719-1|11-66-749-1|11-66-747-1|11-66-718-1|11-66-739-1|6-38-588-8|11-66-716-1|11-66-721-2|11-66-715-1|11-66-717-1,11-66-720-2
131,1,1,1,1,1,11-68-648-1|10-65-424-4|10-65-397-4|4-27-1764-1|4-27-649-3|10-65-408-6|4-91-1716-1|10-65-1534-1|10-65-420-5|10-65-390-3|7-41-1210-1|4-97-1716-1|1-16-1210-1|6-86-1210-1|10-65-427-3,11-68-648-1
132,0,0,0,0,0,7-43-701-1|10-94-2095-1|7-41-575-4|11-66-736-1|7-41-1210-1|7-39-570-1|12-70-768-1|1-16-1210-1|2-23-751-3|8-48-1210-1|6-86-1210-1|7-41-575-1|10-55-818-3|7-41-571-1|12-71-769-1,11-66-718-1
133,0,0,0,1,1,10-55-931-5|11-68-931-6|11-68-931-4|10-55-931-1|10-55-931-3|10-57-566-5|10-57-565-6|10-57-412-1|11-68-931-1|10-57-566-4|10-55-931-4|10-57-565-5|11-68-931-5|10-57-565-7|8-45-1112-1,11-68-931-1
134,0,0,1,1,1,10-65-1176-1|6-85-1176-1|2-22-1176-1|11-67-1176-1|1-87-661-1|1-20-2116-1|4-91-674-2|2-22-700-6|5-30-668-2|1-87-658-1|1-87-662-1|1-20-2114-2|1-87-660-1|10-55-731-2|8-47-1178-1,11-67-1176-1
135,0,1,1,1,1,10-55-931-5|11-68-931-6|10-55-931-3|11-68-931-4|10-55-931-4|10-57-412-1|11-68-931-5|10-57-431-3|10-57-566-4|8-47-1782-3|8-44-929-3|8-44-688-2|10-57-565-7|10-57-565-4|10-57-566-3,11-68-931-6
136,0,0,1,1,1,10-62-1697-1|11-66-732-2|10-58-1697-1|11-67-835-1|10-94-2095-2|10-94-2232-2|8-47-1782-4|11-66-721-2|10-94-2091-2|10-94-2097-2|10-94-2232-3|10-57-565-14|10-94-2098-2|10-64-568-3|10-64-650-2,11-67-835-1
137,1,1,1,1,1,11-67-836-3|10-62-836-3|11-66-716-1|11-66-732-2|7-41-569-5|8-47-1306-1|11-66-717-1|7-41-571-2|12-71-765-1|6-36-1608-2|1-16-944-1|12-71-764-3|10-65-475-3|11-66-721-2|11-66-735-1,11-67-836-3
138,0,0,0,0,0,10-62-1269-2|10-59-1269-2|10-89-1269-2|10-55-1269-2|10-57-1270-2|10-59-1270-2|11-67-1269-2|8-44-1269-2|10-59-1270-1|8-44-1270-2|7-43-1270-2|8-44-1270-1|7-43-1270-1|10-57-1270-1|10-59-1269-9,11-67-1269-4
139,0,1,1,1,1,9-52-366-2|10-94-2093-1|11-66-749-3|10-94-2098-1|10-94-2097-1|10-57-428-4|8-48-686-2|10-94-2232-1|10-65-1534-1|10-94-2095-1|9-52-585-5|10-57-429-1|4-27-1764-1|10-89-1224-4|9-51-364-1,11-66-749-3
140,0,1,1,1,1,6-86-1210-1|12-71-1209-1|11-67-1120-1|1-16-1210-1|7-41-1210-1|8-48-1210-1|12-70-1209-1|2-23-751-2|12-71-771-1|8-47-1209-1|12-71-766-1|2-22-710-1|12-70-1144-2|9-49-722-1|8-47-1266-1,11-67-1120-1
141,0,0,1,1,1,4-27-454-2|11-66-739-1|4-27-434-2|11-66-738-1|4-27-649-3|2-23-751-2|4-97-1477-1|1-16-1210-1|10-64-466-3|11-66-716-1|4-27-436-2|7-41-1210-1|6-86-1210-1|2-23-752-1|9-49-722-1,11-66-738-1
142,0,0,0,0,0,10-64-650-2|7-39-651-3|7-40-1806-2|10-58-1697-1|5-30-668-2|10-62-1697-1|5-31-2063-1|7-39-1793-1|4-27-649-3|7-40-1793-1|10-94-2095-1|10-60-1141-12|7-40-1809-1|7-39-1809-1|7-39-651-2,11-67-837-2
143,0,1,1,1,1,1-16-614-1|1-16-823-1|1-16-618-1|10-58-823-1|1-16-619-1|1-16-824-1|6-86-1210-1|1-16-777-2|1-16-614-3|1-16-1210-1|1-16-1606-1|1-20-2113-3|1-16-1602-5|1-16-944-1|1-16-1423-3,1-16-618-1
144,1,1,1,1,1,1-87-951-1|7-41-953-1|4-97-1477-1|4-97-1484-1|11-67-1484-1|1-87-665-1|1-87-1085-1|1-87-1481-3|1-15-608-1|4-97-1481-4|1-87-656-1|1-87-1481-1|1-87-659-1|11-67-834-1|8-47-1638-1,1-87-951-1
145,1,1,1,1,1,1-87-662-1|1-87-661-1|1-87-658-1|3-24-2367-1|1-87-659-1|1-16-944-1|1-16-1109-1|6-85-1176-1|1-20-2116-1|1-87-660-1|1-87-951-1|1-87-663-1|11-67-1484-1|1-16-1423-3|11-67-834-1,1-87-662-1
146,0,1,1,1,1,1-16-944-1|1-16-1166-1|2-21-594-2|7-41-488-3|2-22-700-6|10-65-397-4|3-24-1856-1|3-24-1858-1|10-57-1291-3|3-24-1858-2|4-27-1764-1|7-41-569-5|10-65-390-5|3-24-803-2|7-39-570-1,1-16-1166-1
147,1,1,1,1,1,1-16-1602-3|10-65-426-1|10-65-1534-1|1-16-1602-2|1-16-1600-1|10-57-1278-4|1-16-1602-1|10-57-566-5|10-65-398-2|10-57-565-6|1-16-1602-4|10-65-413-7|1-16-1606-1|10-65-400-2|10-65-398-4,1-16-1602-3
148,1,1,1,1,1,1-16-1423-1|3-25-808-2|7-40-991-3|1-16-944-1|1-16-1103-3|10-94-2095-1|1-16-1423-3|7-40-1811-2|1-15-608-1|6-86-1210-1|1-16-1109-1|9-50-1561-2|4-27-649-3|1-16-1210-1|3-25-807-3,1-16-1423-1
149,0,0,0,0,0,1-16-1210-1|6-86-768-1|6-86-1210-1|1-16-782-2|1-20-2113-3|9-51-582-4|1-16-944-1|11-66-736-1|1-20-2114-3|12-70-768-1|10-94-2102-1|1-16-777-2|10-65-426-3|12-70-1427-3|3-24-803-2,1-16-773-1
150,0,1,1,1,1,1-16-1606-1|1-16-1607-2|10-65-390-5|1-16-1607-1|3-24-803-1|6-38-588-4|9-50-579-2|6-93-842-3|7-40-991-5|9-52-366-2|3-24-800-1|9-50-579-1|7-41-569-2|6-37-375-4|10-65-397-4,1-16-1607-2
151,0,0,0,0,0,1-20-2114-3|1-20-2116-1|1-20-2114-2|1-87-658-1|1-16-824-1|1-16-823-1|10-58-823-1|10-58-824-1|4-97-1478-1|1-16-777-2|1-16-614-1|12-70-768-2|6-86-1210-1|1-16-1423-3|1-20-2113-3,1-20-2114-1
152,1,1,1,1,1,1-87-658-1|1-87-661-1|1-87-659-1|1-20-2116-1|1-87-662-1|1-16-944-1|1-87-657-1|1-87-656-1|1-87-665-1|1-16-824-1|1-16-944-3|1-87-663-1|1-20-2114-2|1-87-660-1|1-87-951-1,1-87-658-1
153,1,1,1,1,1,1-16-1109-1|10-58-1697-1|10-62-1697-1|6-86-1210-1|1-16-1210-1|8-48-1210-1|1-16-786-1|1-16-944-1|8-47-692-2|1-16-616-2|1-16-1423-3|1-20-2113-3|6-86-768-1|1-16-1423-1|8-47-1346-2,1-16-1109-1
154,0,0,0,1,1,1-16-1210-1|10-65-397-4|6-86-1210-1|1-20-2113-3|1-16-777-2|10-55-818-3|1-16-781-1|10-61-1790-4|6-38-763-2|7-41-1210-1|8-48-1210-1|3-25-1900-1|10-65-390-4|10-57-1292-1|1-20-2114-3,1-16-781-1
155,1,1,1,1,1,1-87-665-1|1-87-662-1|1-15-608-1|1-87-661-1|1-87-659-1|1-87-951-1|1-87-1481-1|1-16-944-1|1-87-658-1|1-87-664-1|3-24-2367-1|1-87-656-1|4-91-607-1|1-87-1481-2|4-97-1484-1,1-87-665-1
156,0,0,0,0,1,1-20-2116-1|1-16-823-1|10-58-823-1|1-87-661-1|1-16-944-3|8-47-1346-2|1-16-1210-1|1-16-822-1|1-16-777-2|1-16-943-3|1-16-1421-1|1-20-2114-2|1-16-824-1|1-87-658-1|1-16-821-1,1-16-1421-1
157,1,1,1,1,1,1-15-608-1|4-97-1478-1|8-47-1346-1|8-47-1346-2|4-91-607-1|1-87-661-1|8-47-1263-1|1-16-1210-1|4-27-1764-1|4-91-613-1|8-48-1210-1|1-87-1481-3|7-39-610-1|1-20-2114-3|4-97-1477-1,1-15-608-1
158,1,1,1,1,1,1-16-1423-3|11-67-1176-1|6-85-1176-1|1-87-661-1|10-62-1697-1|12-71-765-1|10-65-1176-1|3-26-765-1|2-22-1176-1|11-66-732-2|11-67-836-3|10-58-1697-1|12-70-768-2|7-40-479-4|12-71-767-2,1-16-1423-3
159,0,0,1,1,1,10-58-1697-1|10-62-1697-1|1-16-1722-1|1-16-616-1|1-16-616-2|1-16-1423-3|10-58-823-1|1-16-1109-1|1-16-618-1|1-16-823-1|1-16-614-1|1-16-614-2|1-16-620-1|5-31-1122-2|10-55-841-1,1-16-616-1
160,0,0,0,0,0,10-88-932-1|1-16-1103-5|1-20-2113-3|10-57-565-14|1-16-944-1|1-16-944-4|1-20-2114-2|1-16-1602-5|1-16-1210-1|1-16-615-1|10-94-2093-1|1-20-2114-3|1-87-662-1|1-16-1600-6|6-86-1210-1,1-16-782-2
161,0,0,0,0,1,1-20-2116-1|1-87-661-1|10-94-2095-1|1-87-660-1|2-22-700-6|6-36-1273-3|10-94-2232-1|10-61-1790-3|10-94-2098-1|10-89-1224-4|6-86-1210-1|10-57-1291-3|7-41-1210-1|1-20-2117-1|6-35-1790-3,1-20-2117-1
162,1,1,1,1,1,1-16-1103-4|1-15-608-1|4-97-1478-1|1-16-1103-3|8-48-691-2|10-94-2102-1|6-86-691-2|1-16-614-3|1-20-2121-1|1-16-777-2|1-20-2114-3|1-16-1210-1|11-66-739-1|1-87-1085-1|1-16-1423-1,1-16-1103-4
163,0,0,0,0,0,1-87-661-1|1-87-658-1|1-87-662-1|1-87-659-1|1-20-2116-1|1-87-665-1|1-87-663-1|1-16-944-1|1-87-951-1|1-15-608-1|1-87-660-1|11-67-834-1|8-47-1348-3|1-16-944-3|1-16-1109-1,1-87-656-1
164,0,0,0,0,0,10-57-1291-1|10-61-1790-4|1-16-1210-1|6-86-1210-1|4-27-1764-1|10-55-1269-6|2-22-700-6|10-58-1697-1|8-48-1210-1|7-41-1210-1|1-16-943-3|10-89-1269-6|10-65-400-1|1-16-1606-1|11-66-736-1,1-16-941-2
165,0,1,1,1,1,1-16-1602-1|1-16-1602-3|1-16-1602-4|1-16-1602-2|1-16-1600-1|1-16-1602-5|10-65-1534-1|1-16-1600-6|1-16-1606-1|1-16-1600-4|1-16-1600-5|6-36-1609-2|10-65-398-2|8-45-1114-1|10-65-390-2,1-16-1602-4
166,1,1,1,1,1,1-16-938-3|1-16-1210-1|10-55-818-3|6-86-1210-1|1-16-938-2|8-48-1210-1|1-20-2113-3|6-86-768-1|3-24-724-1|1-16-781-1|10-65-397-4|10-55-731-1|10-94-2102-1|1-16-944-1|1-20-2114-3,1-16-938-3
167,0,1,1,1,1,1-16-614-1|1-16-614-3|1-16-1210-1|1-16-1109-1|1-16-1103-3|6-86-1210-1|1-16-782-2|1-16-777-2|1-16-823-1|1-16-618-1|1-16-614-4|1-15-608-1|10-58-823-1|8-48-1210-1|1-20-2113-3,1-16-614-3
168,1,1,1,1,1,1-16-944-1|1-16-944-3|1-16-1166-1|1-16-944-2|1-16-944-4|1-16-1210-1|11-66-736-1|10-65-397-4|1-20-2115-3|10-57-1291-1|6-86-1210-1|8-48-1210-1|7-41-1210-1|10-57-410-2|10-65-400-1,1-16-944-1
169,1,1,1,1,1,1-16-823-1|10-58-823-1|1-16-824-1|10-58-824-1|1-20-2116-1|2-22-700-6|1-16-614-1|1-16-614-4|1-87-661-1|4-27-1764-1|1-16-944-3|1-16-822-1|1-16-821-1|10-65-395-5|7-41-484-2,1-16-823-1
170,0,0,0,0,0,1-16-944-2|1-16-1166-1|1-16-1105-2|1-16-944-3|10-59-2033-1|10-58-2033-1|1-16-944-1|6-86-1210-1|1-16-1210-1|1-20-2115-3|3-90-2033-1|7-41-1210-1|1-20-2113-3|8-48-1210-1|10-94-2232-1,1-16-1105-1
171,0,0,0,1,1,1-16-1210-1|10-65-390-4|4-27-436-2|1-15-742-1|1-17-742-1|1-16-742-1|10-65-397-4|8-48-1210-1|1-14-742-1|1-20-742-1|7-41-1210-1|6-86-1210-1|10-65-413-4|10-65-404-4|11-66-736-1,1-14-742-1
172,1,1,1,1,1,1-16-1607-1|9-52-585-5|3-24-803-2|10-65-1534-1|1-16-1607-2|10-65-397-4|1-16-1606-1|3-24-1857-1|8-44-688-2|3-25-1900-1|3-24-803-1|3-24-799-1|8-47-1782-3|8-48-828-5|3-24-1858-2,1-16-1607-1
173,0,0,0,0,0,10-61-1790-4|10-62-519-1|8-47-1206-1|1-20-2114-2|4-91-674-2|1-20-2115-2|10-58-823-1|10-61-1790-3|1-16-614-1|3-90-1790-4|1-16-777-2|6-34-845-4|6-86-1210-1|1-16-943-3|7-40-1811-2,1-16-619-1
174,0,0,0,0,1,1-16-823-1|10-58-823-1|1-16-944-3|1-16-821-1|6-86-1210-1|1-16-1210-1|1-20-2113-3|1-16-943-3|1-16-824-1|1-20-2115-3|1-16-614-1|7-40-1811-2|1-16-943-1|1-20-2116-1|1-20-2114-2,1-16-943-1
175,0,1,1,1,1,6-38-589-1|6-38-589-5|6-38-589-4|6-38-589-3|6-38-763-1|7-41-569-7|7-41-575-1|3-24-801-3|6-38-589-7|7-40-991-4|3-24-801-1|3-24-1858-2|3-24-802-1|7-39-1854-1|9-50-1604-1,6-38-589-5
176,0,0,1,1,1,9-51-582-4|11-66-736-1|9-50-581-7|9-50-580-1|6-86-1126-1|9-50-581-6|9-52-585-3|6-36-1610-1|7-41-569-2|9-52-585-2|12-70-1427-3|9-51-582-2|7-39-570-1|10-57-566-4|10-57-566-3,6-86-1126-1
177,0,0,0,0,0,8-47-1263-1|1-16-773-1|8-48-691-3|6-86-691-3|8-47-1258-1|1-16-1210-1|8-48-1210-1|8-47-1346-2|7-41-590-1|7-41-569-2|8-48-690-2|12-71-766-1|7-41-575-1|7-39-570-1|8-47-1638-1,6-86-690-2
178,1,1,1,1,1,6-38-588-12|6-38-588-4|6-38-588-6|7-39-570-1|7-41-569-2|6-38-588-13|6-38-588-5|7-41-590-1|7-41-571-2|3-24-803-1|7-41-1210-1|3-24-803-2|3-24-803-3|6-38-588-1|3-24-1857-1,6-38-588-12
179,0,0,0,0,0,7-41-569-2|3-24-803-2|3-24-803-1|3-24-803-3|3-24-799-1|7-39-570-1|10-58-559-3|9-51-582-4|2-21-594-2|3-24-1858-1|3-24-1858-2|7-41-575-1|6-38-588-4|12-70-1427-3|5-31-591-1,6-38-849-2
180,0,0,1,1,1,10-57-566-4|9-51-582-4|10-65-415-1|6-37-2328-1|10-65-408-4|6-37-2327-2|10-57-565-3|6-38-588-2|4-27-2423-1|10-65-1534-1|8-45-1112-1|10-65-395-2|8-47-1772-1|9-51-582-6|10-65-587-1,6-37-2328-1
181,0,0,0,0,0,10-61-1790-4|3-25-1900-1|6-35-1790-3|3-25-808-2|3-90-1790-4|3-25-808-3|3-90-1790-3|3-25-808-4|5-30-668-2|10-61-1790-2|10-61-1790-3|3-25-806-2|3-25-807-3|3-24-1858-1|3-24-1858-2,6-35-1790-2
182,0,1,1,1,1,10-57-1278-4|8-48-686-2|6-36-1610-1|9-52-366-2|12-71-764-2|8-45-1112-2|12-70-1427-3|6-36-1609-2|3-25-808-2|10-57-1279-2|2-21-594-2|11-66-736-1|3-24-1856-1|3-24-1857-1|12-92-876-2,6-36-1610-1
183,0,0,0,0,1,6-38-588-11|6-38-588-12|6-38-588-3|6-38-588-4|9-52-585-4|9-52-585-2|6-38-588-8|9-50-580-3|9-51-582-4|6-38-589-2|6-38-588-7|6-38-589-6|9-52-585-3|6-38-588-13|9-52-585-1,6-38-588-7
184,1,1,1,1,1,6-93-842-1|7-41-569-2|6-93-842-3|3-24-802-2|6-93-842-2|10-55-841-1|3-24-1858-2|3-24-1857-1|6-37-375-6|3-24-800-1|3-24-802-1|3-24-799-1|3-24-802-3|9-49-722-1|5-32-463-3,6-93-842-1
185,0,1,1,1,1,6-38-589-1|6-38-589-7|6-38-589-2|6-38-589-3|6-38-589-5|7-41-569-7|6-38-589-6|6-38-589-4|7-40-991-4|3-24-802-1|3-24-801-1|7-41-590-2|6-37-375-6|3-24-801-3|3-24-727-1,6-38-589-7
186,0,0,0,0,1,1-20-2116-1|1-16-777-2|1-20-2121-1|8-47-1263-1|6-37-17-1|10-94-2102-1|6-86-768-1|6-86-1210-1|6-38-588-5|1-16-1210-1|8-47-1346-2|10-57-1291-1|12-70-768-1|6-37-17-2|4-97-1478-1,6-37-17-2
187,0,1,1,1,1,10-65-1176-1|6-85-1176-1|2-22-1176-1|11-67-1176-1|1-87-661-1|1-20-2116-1|4-91-674-2|2-22-700-6|5-30-668-2|1-87-658-1|1-87-662-1|1-87-660-1|8-47-1178-1|1-20-2114-2|12-71-770-2,6-85-1176-1
188,0,0,0,0,0,6-38-588-12|7-41-569-5|7-41-590-1|6-38-588-4|7-41-571-2|7-41-488-3|6-38-588-11|7-39-1154-2|7-41-1154-2|7-43-574-2|7-39-570-1|7-41-1210-1|3-24-1857-1|6-37-375-6|7-39-1611-1,6-38-848-1
189,1,1,1,1,1,6-34-845-5|7-41-571-2|11-66-732-2|3-26-765-1|12-71-765-1|11-66-728-1|3-26-866-1|6-36-1608-2|6-35-845-1|6-34-845-1|11-66-749-3|9-54-485-11|7-39-570-1|11-66-735-1|11-66-734-2,6-34-845-5
